"Gene","Module"
"ST7L","turquoise"
"ST8SIA1","green"
"ST8SIA4","green"
"ST8SIA5","grey"
"ST8SIA6","grey"
"STAB2","yellow"
"STAC","brown"
"STAC2","yellow"
"STAC3","red"
"STAG1","turquoise"
"STAG2","turquoise"
"STAG3","turquoise"
"STAM","turquoise"
"STAM2","turquoise"
"STAMBP","turquoise"
"STAMBPL1","turquoise"
"STAP1","grey"
"STAP2","blue"
"STAR","grey"
"STARD10","blue"
"STARD13","turquoise"
"STARD3","blue"
"STARD3NL","turquoise"
"STARD4","turquoise"
"STARD5","turquoise"
"STARD7","turquoise"
"STARD9","turquoise"
"STAT1","turquoise"
"STAT2","turquoise"
"STAT3","grey"
"STAT4","turquoise"
"STAT5A","blue"
"STAT5B","turquoise"
"STAT6","blue"
"STATH","brown"
"STAU1","turquoise"
"STAU2","turquoise"
"STBD1","grey"
"STC1","grey"
"STC2","grey"
"STEAP1","grey"
"STEAP2","turquoise"
"STEAP3","grey"
"STEAP4","grey"
"STIL","turquoise"
"STIM1","turquoise"
"STIM2","turquoise"
"STIP1","turquoise"
"STK10","blue"
"STK11","blue"
"STK11IP","blue"
"STK16","blue"
"STK17A","turquoise"
"STK17B","turquoise"
"STK24","turquoise"
"STK25","blue"
"STK3","turquoise"
"STK31","grey"
"STK32A","grey"
"STK32C","blue"
"STK33","grey"
"STK35","blue"
"STK36","blue"
"STK38","turquoise"
"STK38L","turquoise"
"STK39","turquoise"
"STK4","turquoise"
"STK40","blue"
"STKLD1","blue"
"STMN1","turquoise"
"STMN3","blue"
"STMND1","grey"
"STOM","grey"
"STOML1","blue"
"STOML2","blue"
"STOML3","brown"
"STON1","grey"
"STON2","turquoise"
"STOX1","turquoise"
"STOX2","grey"
"STPG1","turquoise"
"STPG2","grey"
"STRA6","grey"
"STRADA","turquoise"
"STRADB","turquoise"
"STRAP","turquoise"
"STRBP","turquoise"
"STRC","grey"
"STRIP1","turquoise"
"STRIP2","turquoise"
"STRN","turquoise"
"STRN3","turquoise"
"STRN4","blue"
"STS","turquoise"
"STT3A","turquoise"
"STT3B","turquoise"
"STUB1","blue"
"STX10","blue"
"STX11","grey"
"STX12","turquoise"
"STX16","turquoise"
"STX16-NPEPL1","grey"
"STX17","turquoise"
"STX18","turquoise"
"STX19","grey"
"STX1A","blue"
"STX1B","blue"
"STX2","turquoise"
"STX3","turquoise"
"STX4","blue"
"STX5","blue"
"STX6","turquoise"
"STX7","turquoise"
"STX8","turquoise"
"STXBP1","turquoise"
"STXBP2","blue"
"STXBP3","turquoise"
"STXBP4","turquoise"
"STXBP5","turquoise"
"STXBP6","grey"
"STYK1","turquoise"
"STYX","turquoise"
"STYXL1","turquoise"
"SUB1","turquoise"
"SUCLA2","turquoise"
"SUCLG1","turquoise"
"SUCLG2","turquoise"
"SUCNR1","brown"
"SUCO","turquoise"
"SUDS3","turquoise"
"SUFU","blue"
"SUGCT","turquoise"
"SUGP1","blue"
"SUGP2","turquoise"
"SUGT1","turquoise"
"SULF1","yellow"
"SULF2","grey"
"SULT1A1","grey"
"SULT1A2","blue"
"SULT1A3","blue"
"SULT1A4","grey"
"SULT1B1","grey"
"SULT1C2","grey"
"SULT1E1","brown"
"SULT2B1","blue"
"SULT4A1","yellow"
"SUMF1","turquoise"
"SUMF2","turquoise"
"SUMO1","turquoise"
"SUMO2","turquoise"
"SUMO3","turquoise"
"SUN1","turquoise"
"SUN2","blue"
"SUOX","blue"
"SUPT16H","turquoise"
"SUPT20H","turquoise"
"SUPT3H","turquoise"
"SUPT4H1","red"
"SUPT5H","blue"
"SUPT6H","turquoise"
"SUPT7L","turquoise"
"SUPV3L1","turquoise"
"SURF1","turquoise"
"SURF2","blue"
"SURF4","turquoise"
"SURF6","turquoise"
"SUSD1","turquoise"
"SUSD2","grey"
"SUSD4","turquoise"
"SUSD5","grey"
"SUV39H1","blue"
"SUV39H2","turquoise"
"SUZ12","turquoise"
"SV2A","blue"
"SV2B","yellow"
"SV2C","yellow"
"SVEP1","grey"
"SVIL","turquoise"
"SVIP","turquoise"
"SVOP","yellow"
"SVOPL","grey"
"SWAP70","turquoise"
"SWI5","blue"
"SWSAP1","blue"
"SWT1","turquoise"
"SYAP1","turquoise"
"SYBU","turquoise"
"SYCE1","yellow"
"SYCE1L","blue"
"SYCE2","grey"
"SYCE3","grey"
"SYCP2","turquoise"
"SYDE1","blue"
"SYDE2","turquoise"
"SYF2","turquoise"
"SYK","grey"
"SYMPK","blue"
"SYN1","yellow"
"SYN2","grey"
"SYNC","grey"
"SYNCRIP","turquoise"
"SYNE1","turquoise"
"SYNE2","turquoise"
"SYNE3","turquoise"
"SYNE4","blue"
"SYNGAP1","blue"
"SYNGR1","blue"
"SYNGR2","blue"
"SYNGR3","blue"
"SYNJ1","turquoise"
"SYNJ2","turquoise"
"SYNJ2BP","turquoise"
"SYNJ2BP-COX16","grey"
"SYNM","grey"
"SYNPO","blue"
"SYNPO2","grey"
"SYNRG","turquoise"
"SYP","blue"
"SYPL1","turquoise"
"SYPL2","grey"
"SYS1","turquoise"
"SYS1-DBNDD2","grey"
"SYT1","grey"
"SYT10","green"
"SYT11","grey"
"SYT12","grey"
"SYT13","yellow"
"SYT15","turquoise"
"SYT16","grey"
"SYT17","grey"
"SYT2","grey"
"SYT5","grey"
"SYT7","blue"
"SYT8","brown"
"SYTL1","blue"
"SYTL2","turquoise"
"SYTL3","grey"
"SYTL4","grey"
"SYTL5","grey"
"SYVN1","blue"
"SZRD1","turquoise"
"SZT2","blue"
"TAB1","blue"
"TAB2","turquoise"
"TAB3","turquoise"
"TACC1","turquoise"
"TACC2","turquoise"
"TACC3","blue"
"TACO1","turquoise"
"TACR1","grey"
"TACR2","grey"
"TACSTD2","grey"
"TADA1","turquoise"
"TADA2A","turquoise"
"TADA2B","turquoise"
"TADA3","blue"
"TAF1","turquoise"
"TAF10","turquoise"
"TAF11","turquoise"
"TAF12","turquoise"
"TAF13","turquoise"
"TAF15","turquoise"
"TAF1A","turquoise"
"TAF1B","turquoise"
"TAF1C","blue"
"TAF1D","turquoise"
"TAF2","turquoise"
"TAF3","turquoise"
"TAF4","turquoise"
"TAF4B","turquoise"
"TAF5","turquoise"
"TAF5L","turquoise"
"TAF6","blue"
"TAF6L","blue"
"TAF7","turquoise"
"TAF8","turquoise"
"TAF9","turquoise"
"TAF9B","turquoise"
"TAGAP","grey"
"TAGLN","blue"
"TAGLN2","blue"
"TAGLN3","yellow"
"TALDO1","blue"
"TAMM41","turquoise"
"TANC1","turquoise"
"TANC2","grey"
"TANGO2","blue"
"TANGO6","turquoise"
"TANK","turquoise"
"TAOK1","turquoise"
"TAOK2","blue"
"TAOK3","turquoise"
"TAP1","grey"
"TAP2","turquoise"
"TAPBP","blue"
"TAPBPL","blue"
"TAPT1","turquoise"
"TARBP1","turquoise"
"TARBP2","blue"
"TARDBP","turquoise"
"TARS2","blue"
"TAS1R1","grey"
"TAS1R3","blue"
"TAS2R14","turquoise"
"TAS2R20","turquoise"
"TAS2R4","grey"
"TAS2R5","grey"
"TASP1","turquoise"
"TAT","grey"
"TATDN1","turquoise"
"TATDN2","turquoise"
"TATDN3","turquoise"
"TAX1BP1","turquoise"
"TAX1BP3","blue"
"TBC1D1","turquoise"
"TBC1D10A","blue"
"TBC1D10B","blue"
"TBC1D10C","blue"
"TBC1D12","turquoise"
"TBC1D13","blue"
"TBC1D14","turquoise"
"TBC1D15","turquoise"
"TBC1D16","blue"
"TBC1D17","blue"
"TBC1D19","turquoise"
"TBC1D2","blue"
"TBC1D20","turquoise"
"TBC1D22A","blue"
"TBC1D22B","turquoise"
"TBC1D23","turquoise"
"TBC1D24","turquoise"
"TBC1D25","blue"
"TBC1D2B","turquoise"
"TBC1D3","grey"
"TBC1D30","turquoise"
"TBC1D31","turquoise"
"TBC1D32","turquoise"
"TBC1D3B","grey"
"TBC1D3C","grey"
"TBC1D3H","grey"
"TBC1D4","turquoise"
"TBC1D5","turquoise"
"TBC1D7","turquoise"
"TBC1D8","turquoise"
"TBC1D8B","grey"
"TBC1D9","turquoise"
"TBC1D9B","blue"
"TBCA","turquoise"
"TBCB","blue"
"TBCC","blue"
"TBCCD1","turquoise"
"TBCD","blue"
"TBCEL","turquoise"
"TBCK","turquoise"
"TBK1","turquoise"
"TBKBP1","blue"
"TBL1X","turquoise"
"TBL1XR1","turquoise"
"TBL1Y","brown"
"TBL2","turquoise"
"TBL3","blue"
"TBP","turquoise"
"TBPL1","turquoise"
"TBRG1","turquoise"
"TBRG4","blue"
"TBX1","grey"
"TBX18","grey"
"TBX19","turquoise"
"TBX3","grey"
"TBX6","blue"
"TBXAS1","grey"
"TC2N","brown"
"TCAIM","turquoise"
"TCEA1","turquoise"
"TCEA2","blue"
"TCEA3","blue"
"TCEAL1","turquoise"
"TCEAL3","turquoise"
"TCEAL4","turquoise"
"TCEAL8","turquoise"
"TCEANC","turquoise"
"TCEANC2","turquoise"
"TCERG1","turquoise"
"TCERG1L","yellow"
"TCF12","turquoise"
"TCF19","grey"
"TCF20","turquoise"
"TCF24","grey"
"TCF25","blue"
"TCF3","blue"
"TCF4","turquoise"
"TCF7","grey"
"TCF7L1","blue"
"TCF7L2","turquoise"
"TCFL5","turquoise"
"TCHH","grey"
"TCHP","turquoise"
"TCIRG1","blue"
"TCN1","grey"
"TCN2","blue"
"TCOF1","blue"
"TCP1","turquoise"
"TCP11","grey"
"TCP11L1","turquoise"
"TCP11L2","turquoise"
"TCP11X2","green"
"TCTA","turquoise"
"TCTN1","turquoise"
"TCTN2","turquoise"
"TCTN3","turquoise"
"TDG","turquoise"
"TDP1","turquoise"
"TDP2","turquoise"
"TDRD1","brown"
"TDRD12","grey"
"TDRD3","turquoise"
"TDRD5","green"
"TDRD6","grey"
"TDRD7","turquoise"
"TDRD9","yellow"
"TDRKH","turquoise"
"TDRP","red"
"TEAD1","turquoise"
"TEAD2","blue"
"TEAD3","blue"
"TEAD4","grey"
"TEC","grey"
"TECPR1","blue"
"TECPR2","blue"
"TECR","blue"
"TECRL","grey"
"TECTA","grey"
"TEF","blue"
"TEFM","turquoise"
"TEKT1","grey"
"TEKT2","grey"
"TEKT3","grey"
"TEKT4","brown"
"TEKT5","grey"
"TELO2","blue"
"TEN1","green"
"TEN1-CDK3","grey"
"TENM2","grey"
"TENM3","turquoise"
"TENM4","grey"
"TEP1","turquoise"
"TERF1","turquoise"
"TERF2","turquoise"
"TERF2IP","turquoise"
"TES","turquoise"
"TESK1","blue"
"TESK2","turquoise"
"TET1","grey"
"TET2","turquoise"
"TET3","turquoise"
"TEX10","turquoise"
"TEX14","grey"
"TEX2","turquoise"
"TEX22","blue"
"TEX26","brown"
"TEX261","turquoise"
"TEX264","blue"
"TEX30","turquoise"
"TEX9","grey"
"TF","grey"
"TFAM","turquoise"
"TFAP2A","grey"
"TFAP2C","grey"
"TFAP2E","grey"
"TFAP4","blue"
"TFB1M","turquoise"
"TFB2M","turquoise"
"TFCP2","turquoise"
"TFCP2L1","grey"
"TFDP1","turquoise"
"TFDP2","turquoise"
"TFE3","blue"
"TFEB","blue"
"TFF3","brown"
"TFG","turquoise"
"TFIP11","turquoise"
"TFPI","turquoise"
"TFPI2","red"
"TFPT","blue"
"TFR2","blue"
"TFRC","turquoise"
"TG","grey"
"TGDS","turquoise"
"TGFA","grey"
"TGFB1","blue"
"TGFB1I1","blue"
"TGFB2","turquoise"
"TGFB3","turquoise"
"TGFBI","grey"
"TGFBR1","turquoise"
"TGFBR2","turquoise"
"TGFBR3","turquoise"
"TGFBR3L","blue"
"TGFBRAP1","turquoise"
"TGIF1","grey"
"TGIF2","turquoise"
"TGM1","blue"
"TGM2","blue"
"TGM3","brown"
"TGM5","brown"
"TGOLN2","turquoise"
"TGS1","turquoise"
"THADA","turquoise"
"THAP1","turquoise"
"THAP10","turquoise"
"THAP11","turquoise"
"THAP2","turquoise"
"THAP3","blue"
"THAP4","blue"
"THAP5","turquoise"
"THAP6","turquoise"
"THAP7","blue"
"THAP8","blue"
"THAP9","turquoise"
"THBD","grey"
"THBS1","grey"
"THBS2","grey"
"THBS3","blue"
"THBS4","grey"
"THEM4","turquoise"
"THEM5","grey"
"THEM6","blue"
"THEMIS2","grey"
"THG1L","turquoise"
"THNSL1","turquoise"
"THNSL2","blue"
"THOC1","turquoise"
"THOC2","turquoise"
"THOC3","turquoise"
"THOC5","turquoise"
"THOC6","blue"
"THOC7","turquoise"
"THOP1","blue"
"THRA","blue"
"THRAP3","turquoise"
"THRB","turquoise"
"THSD1","blue"
"THSD4","grey"
"THSD7A","yellow"
"THTPA","blue"
"THUMPD1","turquoise"
"THUMPD2","turquoise"
"THUMPD3","turquoise"
"THYN1","turquoise"
"TIA1","turquoise"
"TIAL1","turquoise"
"TIAM1","turquoise"
"TIAM2","turquoise"
"TICAM1","blue"
"TICAM2","grey"
"TICRR","turquoise"
"TIFA","turquoise"
"TIGD1","turquoise"
"TIGD2","turquoise"
"TIGD3","blue"
"TIGD4","grey"
"TIGD5","blue"
"TIGD6","turquoise"
"TIGD7","turquoise"
"TIMELESS","turquoise"
"TIMM10","blue"
"TIMM10B","turquoise"
"TIMM13","blue"
"TIMM17A","turquoise"
"TIMM17B","blue"
"TIMM21","turquoise"
"TIMM22","blue"
"TIMM23","turquoise"
"TIMM23B","turquoise"
"TIMM44","blue"
"TIMM50","turquoise"
"TIMM8A","turquoise"
"TIMM8B","turquoise"
"TIMM9","turquoise"
"TIMMDC1","turquoise"
"TIMP1","blue"
"TIMP2","turquoise"
"TIMP3","turquoise"
"TIMP4","turquoise"
"TINAGL1","blue"
"TINCR","blue"
"TINF2","turquoise"
"TIPARP","grey"
"TIPIN","turquoise"
"TIPRL","turquoise"
"TIRAP","turquoise"
"TJAP1","blue"
"TJP1","turquoise"
"TJP2","turquoise"
"TJP3","blue"
"TK1","grey"
"TK2","turquoise"
"TKT","blue"
"TLCD1","blue"
"TLCD2","turquoise"
"TLDC2","grey"
"TLE1","turquoise"
"TLE2","blue"
"TLE3","blue"
"TLE4","turquoise"
"TLE6","blue"
"TLK1","turquoise"
"TLK2","turquoise"
"TLL1","grey"
"TLL2","grey"
"TLN1","blue"
"TLN2","turquoise"
"TLR1","grey"
"TLR2","grey"
"TLR3","grey"
"TLR4","grey"
"TLR5","turquoise"
"TLR6","grey"
"TLX1","brown"
"TM2D1","turquoise"
"TM2D2","turquoise"
"TM2D3","turquoise"
"TM4SF1","turquoise"
"TM6SF1","grey"
"TM7SF2","blue"
"TM7SF3","turquoise"
"TM9SF1","turquoise"
"TM9SF2","turquoise"
"TM9SF3","turquoise"
"TM9SF4","turquoise"
"TMA16","turquoise"
"TMA7","turquoise"
"TMBIM1","grey"
"TMBIM4","turquoise"
"TMBIM6","turquoise"
"TMC1","grey"
"TMC2","grey"
"TMC3","grey"
"TMC4","grey"
"TMC5","grey"
"TMC6","blue"
"TMC7","turquoise"
"TMC8","grey"
"TMCC1","turquoise"
"TMCC2","blue"
"TMCC3","turquoise"
"TMCO1","turquoise"
"TMCO4","blue"
"TMCO5A","brown"
"TMCO6","blue"
"TMED1","blue"
"TMED10","turquoise"
"TMED2","turquoise"
"TMED3","blue"
"TMED4","turquoise"
"TMED5","turquoise"
"TMED6","turquoise"
"TMED7","turquoise"
"TMED7-TICAM2","grey"
"TMED8","turquoise"
"TMED9","turquoise"
"TMEM101","blue"
"TMEM102","blue"
"TMEM106A","grey"
"TMEM106B","turquoise"
"TMEM106C","turquoise"
"TMEM107","turquoise"
"TMEM108","grey"
"TMEM109","blue"
"TMEM11","blue"
"TMEM115","blue"
"TMEM116","turquoise"
"TMEM117","turquoise"
"TMEM119","grey"
"TMEM120A","blue"
"TMEM120B","blue"
"TMEM121","blue"
"TMEM123","turquoise"
"TMEM125","blue"
"TMEM126A","turquoise"
"TMEM126B","turquoise"
"TMEM127","turquoise"
"TMEM128","turquoise"
"TMEM129","blue"
"TMEM130","red"
"TMEM131","turquoise"
"TMEM132A","blue"
"TMEM132B","green"
"TMEM134","blue"
"TMEM135","turquoise"
"TMEM138","turquoise"
"TMEM139","blue"
"TMEM140","grey"
"TMEM141","blue"
"TMEM143","blue"
"TMEM144","turquoise"
"TMEM147","turquoise"
"TMEM14A","turquoise"
"TMEM14B","turquoise"
"TMEM14C","turquoise"
"TMEM150A","blue"
"TMEM150C","turquoise"
"TMEM151B","yellow"
"TMEM154","grey"
"TMEM156","grey"
"TMEM158","grey"
"TMEM160","blue"
"TMEM161A","blue"
"TMEM161B","turquoise"
"TMEM164","turquoise"
"TMEM165","turquoise"
"TMEM167A","turquoise"
"TMEM167B","turquoise"
"TMEM168","turquoise"
"TMEM169","grey"
"TMEM17","turquoise"
"TMEM170A","turquoise"
"TMEM170B","turquoise"
"TMEM171","grey"
"TMEM175","blue"
"TMEM176A","yellow"
"TMEM176B","yellow"
"TMEM177","blue"
"TMEM178A","grey"
"TMEM178B","red"
"TMEM179B","turquoise"
"TMEM18","turquoise"
"TMEM181","turquoise"
"TMEM182","turquoise"
"TMEM183A","turquoise"
"TMEM184A","blue"
"TMEM184B","blue"
"TMEM184C","turquoise"
"TMEM185A","turquoise"
"TMEM185B","turquoise"
"TMEM186","turquoise"
"TMEM187","blue"
"TMEM19","turquoise"
"TMEM190","brown"
"TMEM191B","blue"
"TMEM191C","blue"
"TMEM192","turquoise"
"TMEM198","blue"
"TMEM200A","turquoise"
"TMEM200B","blue"
"TMEM200C","green"
"TMEM201","blue"
"TMEM203","turquoise"
"TMEM204","blue"
"TMEM205","blue"
"TMEM208","blue"
"TMEM209","turquoise"
"TMEM212","brown"
"TMEM213","brown"
"TMEM214","blue"
"TMEM216","turquoise"
"TMEM217","turquoise"
"TMEM218","turquoise"
"TMEM219","blue"
"TMEM220","red"
"TMEM221","blue"
"TMEM222","blue"
"TMEM223","turquoise"
"TMEM229B","grey"
"TMEM230","turquoise"
"TMEM231","turquoise"
"TMEM232","grey"
"TMEM234","blue"
"TMEM237","turquoise"
"TMEM238","blue"
"TMEM242","turquoise"
"TMEM243","turquoise"
"TMEM245","turquoise"
"TMEM248","turquoise"
"TMEM25","blue"
"TMEM253","turquoise"
"TMEM254","turquoise"
"TMEM255A","grey"
"TMEM256","blue"
"TMEM256-PLSCR3","grey"
"TMEM258","turquoise"
"TMEM259","blue"
"TMEM260","turquoise"
"TMEM263","turquoise"
"TMEM33","turquoise"
"TMEM37","grey"
"TMEM38A","blue"
"TMEM38B","turquoise"
"TMEM39A","turquoise"
"TMEM39B","blue"
"TMEM40","grey"
"TMEM41A","turquoise"
"TMEM41B","turquoise"
"TMEM42","turquoise"
"TMEM43","turquoise"
"TMEM44","blue"
"TMEM45A","grey"
"TMEM45B","grey"
"TMEM47","grey"
"TMEM50A","turquoise"
"TMEM50B","turquoise"
"TMEM51","grey"
"TMEM52","blue"
"TMEM53","blue"
"TMEM54","blue"
"TMEM59","turquoise"
"TMEM59L","blue"
"TMEM60","turquoise"
"TMEM61","blue"
"TMEM62","turquoise"
"TMEM63A","blue"
"TMEM63B","blue"
"TMEM63C","blue"
"TMEM64","turquoise"
"TMEM65","turquoise"
"TMEM67","turquoise"
"TMEM68","turquoise"
"TMEM69","turquoise"
"TMEM70","turquoise"
"TMEM71","grey"
"TMEM74B","blue"
"TMEM79","blue"
"TMEM80","blue"
"TMEM81","grey"
"TMEM86A","grey"
"TMEM86B","blue"
"TMEM87A","turquoise"
"TMEM87B","turquoise"
"TMEM88","blue"
"TMEM8B","blue"
"TMEM9","blue"
"TMEM91","blue"
"TMEM92","grey"
"TMEM97","turquoise"
"TMEM98","grey"
"TMEM9B","turquoise"
"TMF1","turquoise"
"TMIE","grey"
"TMLHE","turquoise"
"TMOD1","turquoise"
"TMOD2","red"
"TMOD3","turquoise"
"TMOD4","grey"
"TMPO","turquoise"
"TMPPE","turquoise"
"TMPRSS11A","green"
"TMPRSS11D","brown"
"TMPRSS11E","brown"
"TMPRSS11F","brown"
"TMPRSS13","brown"
"TMPRSS2","brown"
"TMPRSS3","grey"
"TMPRSS4","brown"
"TMPRSS5","blue"
"TMPRSS7","grey"
"TMSB10","blue"
"TMSB15B","grey"
"TMSB4X","turquoise"
"TMSB4Y","grey"
"TMTC1","grey"
"TMTC2","grey"
"TMTC3","turquoise"
"TMTC4","turquoise"
"TMUB1","blue"
"TMUB2","blue"
"TMX1","turquoise"
"TMX2","turquoise"
"TMX3","turquoise"
"TMX4","turquoise"
"TNC","grey"
"TNFAIP1","turquoise"
"TNFAIP2","blue"
"TNFAIP3","turquoise"
"TNFAIP8","grey"
"TNFAIP8L1","blue"
"TNFAIP8L3","grey"
"TNFRSF10A","grey"
"TNFRSF10B","grey"
"TNFRSF10C","grey"
"TNFRSF10D","grey"
"TNFRSF11A","grey"
"TNFRSF11B","grey"
"TNFRSF12A","blue"
"TNFRSF13C","blue"
"TNFRSF14","blue"
"TNFRSF18","brown"
"TNFRSF19","turquoise"
"TNFRSF1A","grey"
"TNFRSF1B","grey"
"TNFRSF21","turquoise"
"TNFRSF25","blue"
"TNFRSF6B","brown"
"TNFRSF9","grey"
"TNFSF10","grey"
"TNFSF11","brown"
"TNFSF12","red"
"TNFSF13","grey"
"TNFSF13B","grey"
"TNFSF14","grey"
"TNFSF15","grey"
"TNFSF4","grey"
"TNFSF9","grey"
"TNIK","turquoise"
"TNIP1","blue"
"TNIP2","blue"
"TNIP3","grey"
"TNK1","blue"
"TNK2","blue"
"TNKS","turquoise"
"TNKS2","turquoise"
"TNNC1","blue"
"TNNC2","grey"
"TNNI1","grey"
"TNNI2","brown"
"TNNI3","grey"
"TNNI3K","yellow"
"TNNT1","blue"
"TNNT2","grey"
"TNNT3","brown"
"TNPO1","turquoise"
"TNPO2","blue"
"TNPO3","turquoise"
"TNRC18","blue"
"TNRC6A","turquoise"
"TNRC6B","turquoise"
"TNRC6C","turquoise"
"TNS1","blue"
"TNS3","blue"
"TNS4","brown"
"TNXB","blue"
"TOB1","turquoise"
"TOB2","turquoise"
"TOE1","turquoise"
"TOLLIP","blue"
"TOM1","blue"
"TOM1L1","turquoise"
"TOM1L2","blue"
"TOMM20","turquoise"
"TOMM20L","grey"
"TOMM22","turquoise"
"TOMM34","turquoise"
"TOMM40","blue"
"TOMM40L","turquoise"
"TOMM5","turquoise"
"TOMM6","red"
"TOMM7","turquoise"
"TONSL","blue"
"TOP1","turquoise"
"TOP1MT","blue"
"TOP2A","turquoise"
"TOP2B","turquoise"
"TOP3A","blue"
"TOP3B","blue"
"TOPBP1","turquoise"
"TOPORS","turquoise"
"TOR1A","turquoise"
"TOR1AIP1","turquoise"
"TOR1AIP2","turquoise"
"TOR1B","turquoise"
"TOR2A","blue"
"TOR3A","turquoise"
"TOR4A","blue"
"TOX","red"
"TOX2","grey"
"TOX3","green"
"TOX4","turquoise"
"TP53","turquoise"
"TP53AIP1","grey"
"TP53BP1","turquoise"
"TP53BP2","turquoise"
"TP53I11","blue"
"TP53I13","blue"
"TP53I3","blue"
"TP53INP1","turquoise"
"TP53INP2","grey"
"TP53RK","turquoise"
"TP53TG3","brown"
"TP53TG3D","grey"
"TP53TG5","grey"
"TP63","brown"
"TP73","blue"
"TPBG","turquoise"
"TPCN1","blue"
"TPCN2","blue"
"TPD52","grey"
"TPD52L1","grey"
"TPD52L2","turquoise"
"TPGS1","blue"
"TPGS2","turquoise"
"TPH1","grey"
"TPH2","grey"
"TPI1","blue"
"TPK1","turquoise"
"TPM1","turquoise"
"TPM2","blue"
"TPM3","turquoise"
"TPM4","turquoise"
"TPMT","turquoise"
"TPO","grey"
"TPP1","turquoise"
"TPP2","turquoise"
"TPPP","blue"
"TPPP3","blue"
"TPR","turquoise"
"TPRA1","blue"
"TPRG1","grey"
"TPRG1L","turquoise"
"TPRKB","turquoise"
"TPRN","blue"
"TPST1","grey"
"TPST2","turquoise"
"TPT1","turquoise"
"TPX2","turquoise"
"TRA2A","turquoise"
"TRA2B","turquoise"
"TRABD","blue"
"TRABD2A","turquoise"
"TRADD","blue"
"TRAF1","blue"
"TRAF2","blue"
"TRAF3","turquoise"
"TRAF3IP2","turquoise"
"TRAF3IP3","grey"
"TRAF4","blue"
"TRAF5","turquoise"
"TRAF6","turquoise"
"TRAF7","blue"
"TRAFD1","turquoise"
"TRAIP","blue"
"TRAK1","turquoise"
"TRAK2","turquoise"
"TRAM1","turquoise"
"TRAM1L1","grey"
"TRAM2","turquoise"
"TRANK1","turquoise"
"TRAP1","blue"
"TRAPPC1","blue"
"TRAPPC10","turquoise"
"TRAPPC11","turquoise"
"TRAPPC12","blue"
"TRAPPC13","turquoise"
"TRAPPC2","turquoise"
"TRAPPC2L","blue"
"TRAPPC3","turquoise"
"TRAPPC4","turquoise"
"TRAPPC5","blue"
"TRAPPC6A","blue"
"TRAPPC6B","turquoise"
"TRAPPC8","turquoise"
"TRAPPC9","blue"
"TRDMT1","turquoise"
"TREH","grey"
"TREM1","grey"
"TREM2","green"
"TRERF1","turquoise"
"TREX1","brown"
"TREX2","grey"
"TRH","grey"
"TRIAP1","turquoise"
"TRIB1","turquoise"
"TRIB2","turquoise"
"TRIB3","blue"
"TRIL","grey"
"TRIM11","blue"
"TRIM13","turquoise"
"TRIM14","turquoise"
"TRIM16","turquoise"
"TRIM17","blue"
"TRIM2","turquoise"
"TRIM21","grey"
"TRIM22","grey"
"TRIM23","turquoise"
"TRIM24","turquoise"
"TRIM25","turquoise"
"TRIM26","blue"
"TRIM27","black"
"TRIM28","blue"
"TRIM29","blue"
"TRIM3","blue"
"TRIM31","grey"
"TRIM32","turquoise"
"TRIM33","turquoise"
"TRIM34","grey"
"TRIM35","turquoise"
"TRIM36","turquoise"
"TRIM37","turquoise"
"TRIM38","grey"
"TRIM39","turquoise"
"TRIM4","turquoise"
"TRIM41","blue"
"TRIM44","turquoise"
"TRIM45","turquoise"
"TRIM46","blue"
"TRIM47","blue"
"TRIM5","turquoise"
"TRIM52","turquoise"
"TRIM55","grey"
"TRIM56","turquoise"
"TRIM59","turquoise"
"TRIM6","grey"
"TRIM61","grey"
"TRIM62","blue"
"TRIM65","blue"
"TRIM66","turquoise"
"TRIM68","turquoise"
"TRIM69","grey"
"TRIM7","blue"
"TRIM71","grey"
"TRIM73","grey"
"TRIM74","blue"
"TRIM8","blue"
"TRIM9","grey"
"TRIO","turquoise"
"TRIOBP","blue"
"TRIP10","blue"
"TRIP11","turquoise"
"TRIP12","turquoise"
"TRIP13","turquoise"
"TRIP4","turquoise"
"TRIP6","blue"
"TRIQK","turquoise"
"TRIT1","turquoise"
"TRMT1","blue"
"TRMT10A","turquoise"
"TRMT10B","turquoise"
"TRMT10C","turquoise"
"TRMT11","turquoise"
"TRMT112","blue"
"TRMT13","turquoise"
"TRMT1L","turquoise"
"TRMT2A","blue"
"TRMT2B","turquoise"
"TRMT44","turquoise"
"TRMT5","turquoise"
"TRMT6","turquoise"
"TRMT61A","blue"
"TRMT61B","turquoise"
"TRMU","blue"
"TRNAU1AP","turquoise"
"TRNP1","turquoise"
"TRNT1","turquoise"
"TRO","grey"
"TROAP","blue"
"TRPC1","grey"
"TRPC4AP","turquoise"
"TRPC6","grey"
"TRPM3","grey"
"TRPM4","blue"
"TRPM5","grey"
"TRPM6","grey"
"TRPM7","turquoise"
"TRPS1","grey"
"TRPT1","blue"
"TRPV1","blue"
"TRPV2","blue"
"TRPV3","turquoise"
"TRPV4","grey"
"TRPV6","grey"
"TRRAP","turquoise"
"TRUB1","turquoise"
"TRUB2","blue"
"TSACC","turquoise"
"TSC1","turquoise"
"TSC2","blue"
"TSC22D1","turquoise"
"TSC22D2","turquoise"
"TSC22D3","turquoise"
"TSC22D4","blue"
"TSEN15","turquoise"
"TSEN2","turquoise"
"TSEN34","blue"
"TSEN54","blue"
